Prop6*00001076*Cn.Id807012.VsIdxL1*HHI_IdxHhi@Prop6@Cn.Id807012.VsIdxL1@26701,HHI_IdxHhi@Prop6@Cn.Id807012.VsIdxL1@26701,Trader
HanWu6,HanWu6,Fund
HanWu6*10280160,10280160,Account
HanWu6*10280160*CnCom.Id007929.T2N_SQsc,CnCom.Id007929.T2N_SQsc,Strategy
HanWu6*10280160*CnCom.Id007929.T2N_SQsc*HanWu6@CnCom.Id007929.T2N_SQsc,HanWu6@CnCom.Id007929.T2N_SQsc,Trader
HanWu6*10280160*CnCom.Id807012.IhIfGlbL1,CnCom.Id807012.IhIfGlbL1,Strategy
HanWu6*10280160*CnCom.Id807012.IhIfGlbL1*CSI300_SgxCN@HanWu6@CnCom.Id807012.IhIfGlbL1@60213,CSI300_SgxCN@HanWu6@CnCom.Id807012.IhIfGlbL1@60213,Trader
HanWu6*10280160*CnCom.Id807012.IhIfGlbL1*CSI300_SgxCN@HanWu6@CnCom.Id807012.IhIfGlbL1@60218,CSI300_SgxCN@HanWu6@CnCom.Id807012.IhIfGlbL1@60218,Trader
HanWu6*10280160*CnCom.Id807012.IhIfGlbL1*CSI300_SgxCN@HanWu6@CnCom.Id807012.IhIfGlbL1@60214,CSI300_SgxCN@HanWu6@CnCom.Id807012.IhIfGlbL1@60214,Trader
HanWu6*10280160*CnCom.Id807012.IhIfGlbL1*SSE50_SgxCN@HanWu6@CnCom.Id807012.IhIfGlbL1@60231,SSE50_SgxCN@HanWu6@CnCom.Id807012.IhIfGlbL1@60231,Trader
HanWu6*10280160*Cn.Id807045.VsBrnL1,Cn.Id807045.VsBrnL1,Strategy
HanWu6*10280160*Cn.Id807045.VsBrnL1*SQsc_BRN@HanWu6@Cn.Id807045.VsBrnL1@26918,SQsc_BRN@HanWu6@Cn.Id807045.VsBrnL1@26918,Trader
HanWu6*10280160*CnCom.Id807045.IhIfGlb_MRS,CnCom.Id807045.IhIfGlb_MRS,Strategy
HanWu6*10280160*CnCom.Id807045.IhIfGlb_MRS*CSI300_HHI@HanWu6@CnCom.Id807045.IhIfGlb_MRS@60101,CSI300_HHI@HanWu6@CnCom.Id807045.IhIfGlb_MRS@60101,Trader
HanWu6*10280160*CnCom.Id807045.IhIfGlb_MRS*SSE50_HHI@HanWu6@CnCom.Id807045.IhIfGlb_MRS@60110,SSE50_HHI@HanWu6@CnCom.Id807045.IhIfGlb_MRS@60110,Trader
HanWu6*10280160*CnCom.Id807045.IhIfGlb_MRS*CSI300_SgxCN@HanWu6@CnCom.Id807045.IhIfGlb_MRS@60107,CSI300_SgxCN@HanWu6@CnCom.Id807045.IhIfGlb_MRS@60107,Trader
HanWu6*10280160*CnCom.Id807045.IhIfGlb_MRS*SSE50_SgxCN@HanWu6@CnCom.Id807045.IhIfGlb_MRS@60115,SSE50_SgxCN@HanWu6@CnCom.Id807045.IhIfGlb_MRS@60115,Trader
HanWu6*10280160*CnCom.Id007969.IntraSC,CnCom.Id007969.IntraSC,Strategy
HanWu6*10280160*CnCom.Id007969.IntraSC*SQsc@HanWu6@CnCom.Id007969.IntraSC@26501,SQsc@HanWu6@CnCom.Id007969.IntraSC@26501,Trader
KangQian11,KangQian11,Fund
KangQian11*819236,819236,Account
KangQian11*819236*CnCom.Id807012.CnOilS2L1,CnCom.Id807012.CnOilS2L1,Strategy
KangQian11*819236*CnCom.Id807012.CnOilS2L1*SQfu_SQsc@KangQian11@CnCom.Id807012.CnOilS2L1@61223,SQfu_SQsc@KangQian11@CnCom.Id807012.CnOilS2L1@61223,Trader
KangQian11*819236*CnCom.Id807045.IhIfGlb_MRS,CnCom.Id807045.IhIfGlb_MRS,Strategy
KangQian11*819236*CnCom.Id807045.IhIfGlb_MRS*CSI300_SgxCN@KangQian11@CnCom.Id807045.IhIfGlb_MRS@60107,CSI300_SgxCN@KangQian11@CnCom.Id807045.IhIfGlb_MRS@60107,Trader
KangQian11*819236*CnCom.Id807045.IhIfGlb_MRS*SSE50_HHI@KangQian11@CnCom.Id807045.IhIfGlb_MRS@60110,SSE50_HHI@KangQian11@CnCom.Id807045.IhIfGlb_MRS@60110,Trader
KangQian11*819236*CnCom.Id807045.IhIfGlb_MRS*SSE50_SgxCN@KangQian11@CnCom.Id807045.IhIfGlb_MRS@60115,SSE50_SgxCN@KangQian11@CnCom.Id807045.IhIfGlb_MRS@60115,Trader
KangQian11*819236*CnCom.Id807012.IhIfGlbL1,CnCom.Id807012.IhIfGlbL1,Strategy
KangQian11*819236*CnCom.Id807012.IhIfGlbL1*SSE50_SgxCN@KangQian11@CnCom.Id807012.IhIfGlbL1@60231,SSE50_SgxCN@KangQian11@CnCom.Id807012.IhIfGlbL1@60231,Trader
KaiYuan1,KaiYuan1,Fund
KaiYuan1*777017,777017,Account
KaiYuan1*777017*CnCom.Id807045.IhIfGlb_MRS,CnCom.Id807045.IhIfGlb_MRS,Strategy
KaiYuan1*777017*CnCom.Id807045.IhIfGlb_MRS*SSE50_SgxCN@KaiYuan1@CnCom.Id807045.IhIfGlb_MRS@60115,SSE50_SgxCN@KaiYuan1@CnCom.Id807045.IhIfGlb_MRS@60115,Trader
KaiYuan1*777017*CnCom.Id807045.IhIfGlb_MRS*SSE50_HHI@KaiYuan1@CnCom.Id807045.IhIfGlb_MRS@60110,SSE50_HHI@KaiYuan1@CnCom.Id807045.IhIfGlb_MRS@60110,Trader
KaiYuan1*777017*CnCom.Id807012.CnOilS2L1,CnCom.Id807012.CnOilS2L1,Strategy
KaiYuan1*777017*CnCom.Id807012.CnOilS2L1*SQfu_SQsc@KaiYuan1@CnCom.Id807012.CnOilS2L1@61223,SQfu_SQsc@KaiYuan1@CnCom.Id807012.CnOilS2L1@61223,Trader
KaiYuan1*777017*CSI.Id807050.CsiCalDM4,CSI.Id807050.CsiCalDM4,Strategy
KaiYuan1*777017*CSI.Id807050.CsiCalDM4*CSI300@KaiYuan1@CSI.Id807050.CsiCalDM4@60902,CSI300@KaiYuan1@CSI.Id807050.CsiCalDM4@60902,Trader
